CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV,CLV_Segment,Business_Action
17379,13,1,404.66,5,2,2,522,Potential Loyalists ^-^,1728.7134900875978,High Value,Growth Opportunity
17381,3,29,20275.61,5,5,5,555,OG-Champions,2986.8174156213736,High Value,VIP Retention
17382,215,1,65.4,1,2,1,121,Lost Customers -_-,279.38976486860304,Low Value,Nurture
17383,212,1,199.29,1,2,1,121,Lost Customers -_-,851.3698201936376,Low Value,Nurture
17384,21,2,336.4,4,3,2,432,Loyal Customers ;),718.5528815122176,Low Value,Nurture
17385,16,1,261.11,5,2,2,522,Potential Loyalists ^-^,1115.4657722452744,Medium Value,Growth Opportunity
17386,115,6,2686.42,2,5,5,255,At Risk :(,1912.7376456124173,High Value,Urgent Retention
17387,21,2,784.11,4,3,3,433,Loyal Customers ;),1674.8647441217151,High Value,Upsell Opportunity
17388,6,4,1259.56,5,4,4,544,OG-Champions,1345.2147256800367,Medium Value,Growth Opportunity
17389,10,34,31833.68,5,5,5,555,OG-Champions,3999.8220768584056,High Value,VIP Retention
17391,165,2,508.8,2,3,3,233,At Risk :(,1086.8005532503455,Medium Value,Growth Opportunity
17392,192,2,457.91,1,3,2,132,At Risk :(,978.0991378515444,Medium Value,Growth Opportunity
17394,250,1,203.87,1,2,1,121,Lost Customers -_-,870.9356477639466,Low Value,Nurture
17396,41,8,7330.8,4,5,5,455,OG-Champions,3914.6607192254496,High Value,VIP Retention
17397,24,2,696.41,4,3,3,433,Loyal Customers ;),1487.536897187644,Medium Value,Growth Opportunity
17398,116,3,653.38,2,4,3,243,At Risk :(,930.4163331796526,Medium Value,Growth Opportunity
17400,211,5,2129.96,1,4,5,145,At Risk :(,1819.8441088059012,High Value,Urgent Retention
17402,52,13,2633.85,3,5,5,355,Loyal Customers ;),865.5266198531758,Low Value,Nurture
17403,275,1,281.62,1,2,2,122,Lost Customers -_-,1203.08479483633,Medium Value,Growth Opportunity
17404,6,15,31906.82,5,5,5,555,OG-Champions,9087.093718149685,High Value,VIP Retention
17405,4,3,1031.41,5,4,4,544,OG-Champions,1468.732912248348,Medium Value,Growth Opportunity
17406,71,3,2200.42,3,4,5,345,Loyal Customers ;),3133.408901183341,High Value,Upsell Opportunity
17408,165,1,32.65,2,2,1,221,Lost Customers -_-,139.4812816966344,Low Value,Nurture
17409,127,2,771.85,2,3,3,233,At Risk :(,1648.677293683725,High Value,Urgent Retention
17410,1,5,1214.72,5,4,4,544,OG-Champions,1037.8603522360536,Medium Value,Growth Opportunity
17411,14,3,778.9399999999999,5,4,3,543,OG-Champions,1109.2143906562162,Medium Value,Growth Opportunity
17412,25,7,1258.06,4,5,4,454,OG-Champions,767.7786972271618,Low Value,Nurture
17414,45,2,778.0,3,3,3,333,Loyal Customers ;),1661.8137390502536,High Value,Upsell Opportunity
17415,81,1,507.84,3,2,3,323,Promising :),2169.499972337482,High Value,Growth Opportunity
17416,61,7,6893.42,3,5,5,355,Loyal Customers ;),4206.9702772838045,High Value,Upsell Opportunity
17418,44,2,463.46,4,3,2,432,Loyal Customers ;),989.95397879207,Medium Value,Growth Opportunity
17419,13,12,4226.57,5,5,5,555,OG-Champions,1504.664116336253,Medium Value,Growth Opportunity
17420,52,3,598.83,3,4,3,343,Loyal Customers ;),852.7368649147073,Low Value,Nurture
17422,5,6,1979.37,5,5,4,554,OG-Champions,1409.3163070539415,Medium Value,Growth Opportunity
17423,48,2,698.41,3,3,3,333,Loyal Customers ;),1491.8089119409865,Medium Value,Growth Opportunity
17425,21,2,759.1700000000001,4,3,3,433,Loyal Customers ;),1621.5927201475336,High Value,Upsell Opportunity
17426,93,6,5037.26,2,5,5,255,At Risk :(,3586.541506070386,High Value,Urgent Retention
17427,73,1,100.8,3,2,1,321,Promising :),430.6190871369295,Low Value,Nurture
17428,7,28,17256.85,5,5,5,555,OG-Champions,2632.9113498649804,High Value,VIP Retention
17429,158,3,524.92,2,4,3,243,At Risk :(,747.4886614415245,Low Value,Nurture
17430,153,2,265.76,2,3,2,232,At Risk :(,567.6653204241586,Low Value,Nurture
17431,315,1,403.3,1,2,2,122,Lost Customers -_-,1722.903550023052,High Value,Win Back Campaign
17432,19,2,365.76,5,3,2,532,Loyal Customers ;),781.2660580912863,Low Value,Nurture
17433,2,1,303.16,5,2,2,522,Potential Loyalists ^-^,1295.1039926233286,Medium Value,Growth Opportunity
17434,11,7,2373.82,5,5,5,555,OG-Champions,1448.713437397089,Medium Value,Growth Opportunity
17436,121,2,216.3,2,3,1,231,At Risk :(,462.0183955739972,Low Value,Nurture
17438,255,1,388.45,1,2,2,122,Lost Customers -_-,1659.4641309359151,High Value,Win Back Campaign
17440,187,3,186.42,2,4,1,241,At Risk :(,265.46299677270633,Low Value,Nurture
17442,64,6,2248.56,3,5,5,355,Loyal Customers ;),1600.9802489626554,High Value,Upsell Opportunity
17443,250,1,534.24,1,2,3,123,Lost Customers -_-,2282.281161825726,High Value,Win Back Campaign
17444,34,3,2940.04,4,4,5,445,OG-Champions,4186.631418472414,High Value,VIP Retention
17446,178,2,120.9,2,3,1,231,At Risk :(,258.2432918395574,Low Value,Nurture
17447,42,2,541.53,4,3,3,433,Loyal Customers ;),1156.7120746887963,Medium Value,Growth Opportunity
17449,46,7,2520.86,3,5,5,355,Loyal Customers ;),1538.4501587301588,Medium Value,Growth Opportunity
17450,4,46,194550.79,5,5,5,555,OG-Champions,18067.90967727063,High Value,VIP Retention
17451,17,7,1721.4,5,5,4,554,OG-Champions,1050.5494566291247,Medium Value,Growth Opportunity
17453,19,2,486.72,5,3,2,532,Loyal Customers ;),1039.637510373444,Medium Value,Growth Opportunity
17454,194,4,517.53,1,4,3,143,At Risk :(,552.723948824343,Low Value,Nurture
17455,205,1,131.7,1,2,1,121,Lost Customers -_-,562.6243430152143,Low Value,Nurture
17456,455,1,249.86,1,2,1,121,Lost Customers -_-,1067.4056062701704,Medium Value,Growth Opportunity
17457,206,5,1737.7,1,4,4,144,At Risk :(,1484.696007376671,Medium Value,Growth Opportunity
17458,17,1,316.5,5,2,2,522,Potential Loyalists ^-^,1352.0926694329185,Medium Value,Growth Opportunity
17459,45,2,657.3,3,3,3,333,Loyal Customers ;),1403.9976486860303,Medium Value,Growth Opportunity
17460,185,6,622.43,2,5,3,253,At Risk :(,443.17169048716767,Low Value,Nurture
17461,24,3,757.46,4,4,3,443,OG-Champions,1078.6267650222835,Medium Value,Growth Opportunity
17462,62,2,675.69,3,3,3,333,Loyal Customers ;),1443.2788243430152,Medium Value,Growth Opportunity
17463,18,5,1896.41,5,4,4,544,OG-Champions,1620.2982996772707,High Value,VIP Retention
17464,248,1,289.96000000000004,1,2,2,122,Lost Customers -_-,1238.7133978792072,Medium Value,Growth Opportunity
17466,12,2,763.28,5,3,3,533,Loyal Customers ;),1630.3717104656523,High Value,Upsell Opportunity
17468,12,2,137.0,5,3,1,531,Loyal Customers ;),292.633010603965,Low Value,Nurture
17469,18,5,1870.97,5,4,4,544,OG-Champions,1598.5622886122635,High Value,VIP Retention
17470,46,5,1125.07,3,4,4,344,Loyal Customers ;),961.2631277086214,Medium Value,Growth Opportunity
17472,289,3,710.29,1,4,3,143,At Risk :(,1011.4564530505608,Medium Value,Growth Opportunity
17475,81,1,194.37,3,2,1,321,Promising :),830.3515076071923,Low Value,Nurture
17480,79,1,511.82,3,2,3,323,Promising :),2186.502591055786,High Value,Growth Opportunity
17481,17,4,1255.59,5,4,4,544,OG-Champions,1340.9747510373445,Medium Value,Growth Opportunity
17483,95,3,414.04,2,4,2,242,At Risk :(,589.5949961579838,Low Value,Nurture
17486,263,1,396.87,1,2,2,122,Lost Customers -_-,1695.4344951590597,High Value,Win Back Campaign
17489,1,2,376.64,5,3,2,532,Loyal Customers ;),804.5058183494698,Low Value,Nurture
17490,75,7,2092.32,3,5,5,355,Loyal Customers ;),1276.9174155305277,Medium Value,Growth Opportunity
17491,16,10,3558.87,5,5,5,555,OG-Champions,1520.3545145228215,Medium Value,Growth Opportunity
17492,221,1,374.57,1,2,2,122,Lost Customers -_-,1600.1685661595204,High Value,Win Back Campaign
17495,302,2,497.56,1,3,3,133,At Risk :(,1062.791830336561,Medium Value,Growth Opportunity
17496,360,1,271.05,1,2,2,122,Lost Customers -_-,1157.9295988934994,Medium Value,Growth Opportunity
17498,77,1,272.22,3,2,2,322,Promising :),1162.92785615491,Medium Value,Growth Opportunity
17499,291,1,622.88,1,2,3,123,Lost Customers -_-,2660.95254956201,High Value,Win Back Campaign
17500,19,3,1138.0,5,4,4,544,OG-Champions,1620.5175964346088,High Value,VIP Retention
17501,281,2,288.6,1,3,2,132,At Risk :(,616.4517289073306,Low Value,Nurture
17502,11,4,689.1,5,4,3,543,OG-Champions,735.9613416320885,Low Value,Nurture
17503,152,2,558.96,2,3,3,233,At Risk :(,1193.942683264177,Medium Value,Growth Opportunity
17504,189,9,2997.03,2,5,5,255,At Risk :(,1422.5951529122483,Medium Value,Growth Opportunity
17505,207,2,1145.84,1,3,4,134,At Risk :(,2447.522692485016,High Value,Urgent Retention
17506,77,1,302.2,3,2,2,322,Promising :),1291.0028584601198,Medium Value,Growth Opportunity
17507,263,2,605.58,1,3,3,133,At Risk :(,1293.523347164592,Medium Value,Growth Opportunity
17508,252,1,387.31,1,2,2,122,Lost Customers -_-,1654.594034117105,High Value,Win Back Campaign
17509,59,8,6115.14,3,5,5,355,Loyal Customers ;),3265.4960373443982,High Value,Upsell Opportunity
17510,26,1,308.48,4,2,2,422,Potential Loyalists ^-^,1317.831111111111,Medium Value,Growth Opportunity
17511,7,31,91062.38,5,5,5,555,OG-Champions,12549.02680111245,High Value,VIP Retention
17512,30,10,2924.99,4,5,5,455,OG-Champions,1249.5600433379436,Medium Value,Growth Opportunity
17513,74,1,513.2,3,2,3,323,Promising :),2192.397971415399,High Value,Growth Opportunity
17514,278,1,208.65,1,2,1,121,Lost Customers -_-,891.355878284924,Low Value,Nurture
17515,122,4,639.02,2,4,3,243,At Risk :(,682.4757169202397,Low Value,Nurture
17516,3,5,768.08,5,4,3,543,OG-Champions,656.2498183494698,Low Value,Nurture
17517,253,1,153.94,1,2,1,121,Lost Customers -_-,657.6339511295528,Low Value,Nurture
17519,19,6,1844.02,5,5,4,554,OG-Champions,1312.9467742431227,Medium Value,Growth Opportunity
17520,55,1,546.81,3,2,3,323,Promising :),2335.980387275242,High Value,Growth Opportunity
17521,61,3,723.21,3,4,3,343,Loyal Customers ;),1029.8545965882895,Medium Value,Growth Opportunity
17522,96,5,1070.71,2,4,4,244,At Risk :(,914.8177833102812,Medium Value,Growth Opportunity
17523,13,4,652.74,5,4,3,543,OG-Champions,697.1287275242047,Low Value,Nurture
17524,363,1,145.0,1,2,1,121,Lost Customers -_-,619.4421392346703,Low Value,Nurture
17525,361,1,422.7,1,2,2,122,Lost Customers -_-,1805.7806362378976,High Value,Win Back Campaign
17526,213,4,1195.9,1,4,4,144,At Risk :(,1277.2256108805902,Medium Value,Growth Opportunity
17527,55,4,939.37,3,4,3,343,Loyal Customers ;),1003.2506247118488,Medium Value,Growth Opportunity
17528,1,8,3628.5,5,5,5,555,OG-Champions,1937.625691562932,High Value,VIP Retention
17530,17,10,2385.0,5,5,5,555,OG-Champions,1018.8755186721992,Medium Value,Growth Opportunity
17531,307,1,296.7,1,2,2,122,Lost Customers -_-,1267.5067773167357,Medium Value,Growth Opportunity
17534,55,1,223.36,3,2,1,321,Promising :),954.197215306593,Medium Value,Growth Opportunity
17535,252,1,164.4,1,2,1,121,Lost Customers -_-,702.3192254495159,Low Value,Nurture
17536,179,1,76.5,2,2,1,221,Lost Customers -_-,326.8091286307054,Low Value,Nurture
17537,61,2,897.62,3,3,3,333,Loyal Customers ;),1917.322941447672,High Value,Upsell Opportunity
17538,27,1,98.42,4,2,1,421,Potential Loyalists ^-^,420.4516920239742,Low Value,Nurture
17540,26,2,578.9,4,3,3,433,Loyal Customers ;),1236.5346703550022,Medium Value,Growth Opportunity
17542,271,1,170.75,1,2,1,121,Lost Customers -_-,729.4465191332412,Low Value,Nurture
17545,45,3,645.96,3,4,3,343,Loyal Customers ;),919.8502166897188,Medium Value,Growth Opportunity
17548,235,1,103.3,1,2,1,121,Lost Customers -_-,441.2991240202858,Low Value,Nurture
17549,25,2,148.86,4,3,1,431,Loyal Customers ;),317.9660580912864,Low Value,Nurture
17550,68,3,267.16,3,4,2,342,Loyal Customers ;),380.43715383433226,Low Value,Nurture
17551,361,1,306.84,1,2,2,122,Lost Customers -_-,1310.8250069156293,Medium Value,Growth Opportunity
17552,62,4,930.41,3,4,3,343,Loyal Customers ;),993.6813116643614,Medium Value,Growth Opportunity
17553,306,1,1487.6,1,2,4,124,Lost Customers -_-,6355.049147072383,High Value,Win Back Campaign
17554,18,5,1952.45,5,4,4,544,OG-Champions,1668.179041032734,High Value,VIP Retention
17555,21,2,483.26,4,3,2,432,Loyal Customers ;),1032.2469248501611,Medium Value,Growth Opportunity
17556,207,1,157.9,1,2,1,121,Lost Customers -_-,674.5511295527893,Low Value,Nurture
17557,16,3,541.46,5,4,3,543,OG-Champions,771.0417027816198,Low Value,Nurture
17560,157,4,854.95,2,4,3,243,At Risk :(,913.0897533425542,Medium Value,Growth Opportunity
17561,21,1,167.62,4,2,1,421,Potential Loyalists ^-^,716.0751129552789,Low Value,Nurture
17562,16,7,1122.38,5,5,4,554,OG-Champions,684.974845550945,Low Value,Nurture
17564,26,3,454.01,4,4,2,442,OG-Champions,646.5124727216844,Low Value,Nurture
17566,27,2,901.21,4,3,3,433,Loyal Customers ;),1924.9912079299215,High Value,Upsell Opportunity
17567,59,8,4331.48,3,5,5,355,Loyal Customers ;),2313.0183079760254,High Value,Upsell Opportunity
17569,40,1,344.14,4,2,2,422,Potential Loyalists ^-^,1470.1711572153065,Medium Value,Growth Opportunity
17571,52,4,1498.51,3,4,4,344,Loyal Customers ;),1600.4142070078376,High Value,Upsell Opportunity
17572,72,4,226.75,3,4,1,341,Loyal Customers ;),242.169836330106,Low Value,Nurture
17573,61,3,380.6,3,4,2,342,Loyal Customers ;),541.976271707392,Low Value,Nurture
17574,37,1,185.65,4,2,1,421,Potential Loyalists ^-^,793.0995389580452,Low Value,Nurture
17576,3,19,3622.68,5,5,5,555,OG-Champions,814.533810875737,Low Value,Nurture
17578,219,1,143.45999999999998,1,2,1,121,Lost Customers -_-,612.8632365145227,Low Value,Nurture
17579,139,3,448.9,2,4,2,242,At Risk :(,639.2358075918241,Low Value,Nurture
17580,314,3,215.72,1,4,1,141,At Risk :(,307.18634086368525,Low Value,Nurture
17581,67,25,11045.04,3,5,5,355,Loyal Customers ;),1887.3829532503453,High Value,Upsell Opportunity
17582,238,1,175.27,1,2,1,121,Lost Customers -_-,748.7560258183495,Low Value,Nurture
17584,247,2,1242.3,1,3,4,134,At Risk :(,2653.561964038727,High Value,Urgent Retention
17585,111,4,1133.07,2,4,4,244,At Risk :(,1210.122939142462,Medium Value,Growth Opportunity
17588,102,3,1240.2,2,4,4,244,At Risk :(,1766.050899031812,High Value,Urgent Retention
17589,34,4,2404.17,4,4,5,445,OG-Champions,2567.662427385892,High Value,VIP Retention
17590,19,3,1479.22,5,4,4,544,OG-Champions,2106.416554479791,High Value,VIP Retention
17591,75,7,2225.97,3,5,5,355,Loyal Customers ;),1358.482382928275,Medium Value,Growth Opportunity
17593,93,5,3927.34,2,4,5,245,At Risk :(,3355.53088427847,High Value,Urgent Retention
17594,87,2,993.18,3,3,4,334,Loyal Customers ;),2121.439806362379,High Value,Upsell Opportunity
17595,14,2,388.79,5,3,2,532,Loyal Customers ;),830.4583079760258,Low Value,Nurture
17596,25,7,2827.93,4,5,5,455,OG-Champions,1725.8512402028582,High Value,VIP Retention
17597,67,1,2044.37,3,2,4,324,Promising :),8733.578801290918,High Value,Growth Opportunity
17600,19,1,161.67,5,2,1,521,Potential Loyalists ^-^,690.6566251728907,Low Value,Nurture
17601,240,1,116.01,1,2,1,121,Lost Customers -_-,495.5964315352697,Low Value,Nurture
17602,25,6,5102.97,4,5,5,455,OG-Champions,3633.3271876440754,High Value,VIP Retention
17603,80,1,394.72,3,2,2,322,Promising :),1686.249663439373,High Value,Growth Opportunity
17604,189,2,309.36,2,3,2,232,At Risk :(,660.7952420470262,Low Value,Nurture
17608,183,2,193.42,2,3,1,231,At Risk :(,413.1465467957584,Low Value,Nurture
17609,42,5,1112.22,4,4,4,444,OG-Champions,950.2840497925312,Medium Value,Growth Opportunity
17611,37,15,3984.22,4,5,5,455,OG-Champions,1134.7097747041648,Medium Value,Growth Opportunity
17612,55,6,2048.45,3,5,4,354,Loyal Customers ;),1458.5014369140924,Medium Value,Growth Opportunity
17613,24,14,4559.15,4,5,5,455,OG-Champions,1391.1968616215504,Medium Value,Growth Opportunity
17614,59,1,390.07,3,2,2,322,Promising :),1666.38479483633,High Value,Growth Opportunity
17615,205,3,329.6,1,4,2,142,At Risk :(,469.3520209005686,Low Value,Nurture
17616,175,3,571.1999999999999,2,4,3,243,At Risk :(,813.3916090364222,Low Value,Nurture
17618,221,3,971.58,1,4,4,144,At Risk :(,1383.5346980175195,Medium Value,Growth Opportunity
17619,314,1,218.52,1,2,1,121,Lost Customers -_-,933.520663900415,Medium Value,Growth Opportunity
17620,31,1,81.44,4,2,1,421,Potential Loyalists ^-^,347.9128815122176,Low Value,Nurture
17621,23,3,1379.9,4,4,4,444,OG-Champions,1964.984386045797,High Value,VIP Retention
17623,153,1,527.05,2,2,3,223,Lost Customers -_-,2251.5653757491928,High Value,Win Back Campaign
17624,16,2,843.48,5,3,3,533,Loyal Customers ;),1801.6795020746888,High Value,Upsell Opportunity
17625,20,4,2047.0,4,4,4,444,OG-Champions,2186.203550023052,High Value,VIP Retention
17628,83,1,75.75,3,2,1,321,Promising :),323.6051175656985,Low Value,Nurture
17629,20,8,1814.12,4,5,4,454,OG-Champions,968.7434255417244,Medium Value,Growth Opportunity
17630,171,2,503.6,2,3,3,233,At Risk :(,1075.693314891655,Medium Value,Growth Opportunity
17631,121,3,528.33,2,4,3,243,At Risk :(,752.3445182111573,Low Value,Nurture
17633,33,4,1324.84,4,4,4,444,OG-Champions,1414.9340064545872,Medium Value,Growth Opportunity
17634,36,9,2361.97,4,5,5,455,OG-Champions,1121.152298550279,Medium Value,Growth Opportunity
17636,21,1,285.56,4,2,2,422,Potential Loyalists ^-^,1219.9165329644998,Medium Value,Growth Opportunity
17637,117,2,547.06,2,3,3,233,At Risk :(,1168.5241954817886,Medium Value,Growth Opportunity
17639,130,1,108.5,2,2,1,221,Lost Customers -_-,463.5136007376671,Low Value,Nurture
17640,88,1,621.66,3,2,3,323,Promising :),2655.740691562932,High Value,Growth Opportunity
17642,3,2,712.29,5,3,3,533,Loyal Customers ;),1521.4566943291838,Medium Value,Growth Opportunity
17643,698,1,101.55,1,2,1,121,Lost Customers -_-,433.8230982019364,Low Value,Nurture
17644,33,11,2895.64,4,5,5,455,OG-Champions,1124.565163669894,Medium Value,Growth Opportunity
17646,250,3,1008.39,1,4,4,144,At Risk :(,1435.9523190410328,Medium Value,Growth Opportunity
17647,215,1,133.06,1,2,1,121,Lost Customers -_-,568.4342830797602,Low Value,Nurture
17648,62,4,1797.5,3,4,4,344,Loyal Customers ;),1919.7366297833105,High Value,Upsell Opportunity
17649,140,1,868.49,2,2,3,223,Lost Customers -_-,3710.2020931304746,High Value,Win Back Campaign
17650,23,1,166.07999999999998,4,2,1,421,Potential Loyalists ^-^,709.4962102351313,Low Value,Nurture
17651,13,10,3945.0,5,5,5,555,OG-Champions,1685.3098201936375,High Value,VIP Retention
17652,27,12,4867.72,4,5,5,455,OG-Champions,1732.9143045950516,High Value,VIP Retention
17653,33,4,1207.56,4,4,4,444,OG-Champions,1289.6785338865836,Medium Value,Growth Opportunity
17654,161,1,117.55,2,2,1,221,Lost Customers -_-,502.1753342554172,Low Value,Nurture
17655,12,7,2638.94,5,5,5,555,OG-Champions,1610.5129447408283,High Value,VIP Retention
17656,2,5,1674.69,5,4,4,544,OG-Champions,1430.8600774550484,Medium Value,Growth Opportunity
17658,6,2,595.42,5,3,3,533,Loyal Customers ;),1271.8215122176116,Medium Value,Growth Opportunity
17659,19,12,2999.46,5,5,5,555,OG-Champions,1067.811447671738,Medium Value,Growth Opportunity
17660,143,1,196.0,2,2,1,221,Lost Customers -_-,837.3148916551406,Low Value,Nurture
17663,27,7,1802.91,4,5,4,454,OG-Champions,1100.2940169926892,Medium Value,Growth Opportunity
17664,20,2,604.64,4,3,3,433,Loyal Customers ;),1291.515500230521,Medium Value,Growth Opportunity
17666,182,2,728.1600000000001,2,3,3,233,At Risk :(,1555.3551313969572,Medium Value,Growth Opportunity
17667,6,5,2055.51,5,4,4,544,OG-Champions,1756.2338091286306,High Value,VIP Retention
17668,121,2,347.75,2,3,2,232,At Risk :(,742.7965652374365,Low Value,Nurture
17669,44,7,3406.72,4,5,5,455,OG-Champions,2079.079728643878,High Value,VIP Retention
17670,229,1,205.7,1,2,1,121,Lost Customers -_-,878.7534347625633,Low Value,Nurture
17671,5,4,1572.71,5,4,4,544,OG-Champions,1679.660080682342,High Value,VIP Retention
17672,52,2,3178.17,3,3,5,335,Loyal Customers ;),6788.594564315353,High Value,Upsell Opportunity
17673,121,6,1629.12,2,5,4,254,At Risk :(,1159.9374458275702,Medium Value,Growth Opportunity
17674,76,2,551.04,3,3,3,333,Loyal Customers ;),1177.0255048409404,Medium Value,Growth Opportunity
17675,4,31,20374.28,5,5,5,555,OG-Champions,2807.716927378456,High Value,VIP Retention
17676,1,6,1387.68,5,5,4,554,OG-Champions,988.031572153066,Medium Value,Growth Opportunity
17677,30,30,16363.23,4,5,5,455,OG-Champions,2330.131999077916,High Value,VIP Retention
17678,265,1,298.11,1,2,2,122,Lost Customers -_-,1273.5303181189488,Medium Value,Growth Opportunity
17679,54,2,1992.11,3,3,4,334,Loyal Customers ;),4255.161655140618,High Value,Upsell Opportunity
17680,25,1,184.4,4,2,1,421,Potential Loyalists ^-^,787.759520516367,Low Value,Nurture
17682,12,6,2474.33,5,5,5,555,OG-Champions,1761.729044106347,High Value,VIP Retention
17684,45,1,239.41,3,2,1,321,Promising :),1022.7630520977408,Medium Value,Growth Opportunity
17685,2,7,3191.53,5,5,5,555,OG-Champions,1947.7518922479087,High Value,VIP Retention
17686,33,7,5739.46,4,5,5,455,OG-Champions,3502.7225423170653,High Value,VIP Retention
17690,47,15,4757.95,3,5,5,355,Loyal Customers ;),1355.0688397110805,Medium Value,Growth Opportunity
17691,359,2,290.4,1,3,2,132,At Risk :(,620.2965421853388,Low Value,Nurture
17692,162,4,740.9399999999999,2,4,3,243,At Risk :(,791.3266528354079,Low Value,Nurture
17693,139,1,200.47,2,2,1,221,Lost Customers -_-,856.4107976025819,Low Value,Nurture
17694,143,1,283.12,2,2,2,222,Lost Customers -_-,1209.492816966344,Medium Value,Growth Opportunity
17695,133,2,765.34,2,3,3,233,At Risk :(,1634.7718856615952,High Value,Urgent Retention
17696,110,8,2285.71,2,5,5,255,At Risk :(,1220.573355232826,Medium Value,Growth Opportunity
17697,238,1,338.95,1,2,2,122,Lost Customers -_-,1447.9994006454588,Medium Value,Growth Opportunity
17698,262,1,154.95,1,2,1,121,Lost Customers -_-,661.9486860304287,Low Value,Nurture
17700,18,4,2534.64,5,4,5,545,OG-Champions,2707.0048686030427,High Value,VIP Retention
17701,341,1,417.95,1,2,2,122,Lost Customers -_-,1785.4885661595204,High Value,Win Back Campaign
17702,91,4,1824.37,2,4,4,244,At Risk :(,1948.433888888889,High Value,Urgent Retention
17703,111,3,798.74,2,4,3,243,At Risk :(,1137.4096880282773,Medium Value,Growth Opportunity
17704,170,2,885.1899999999999,2,3,3,233,At Risk :(,1890.772369755648,High Value,Urgent Retention
17705,39,9,1823.52,4,5,4,454,OG-Champions,865.5671492239128,Low Value,Nurture
17706,46,17,10504.49,3,5,5,355,Loyal Customers ;),2639.7256621376077,High Value,Upsell Opportunity
17707,158,2,152.4,2,3,1,231,At Risk :(,325.5275242047026,Low Value,Nurture
17708,219,2,267.08,1,3,2,132,At Risk :(,570.4848501613646,Low Value,Nurture
17709,171,1,137.45,2,2,1,221,Lost Customers -_-,587.188427846934,Low Value,Nurture
17711,12,2,385.1,5,3,2,532,Loyal Customers ;),822.5764407561088,Low Value,Nurture
17712,46,1,522.91,3,2,3,323,Promising :),2233.879234670355,High Value,Growth Opportunity
17714,322,1,153.0,1,2,1,121,Lost Customers -_-,653.6182572614108,Low Value,Nurture
17715,202,1,326.4,1,2,2,122,Lost Customers -_-,1394.3856154910095,Medium Value,Growth Opportunity
17716,24,11,5655.99,4,5,5,455,OG-Champions,2196.58842952345,High Value,VIP Retention
17718,234,1,139.35,1,2,1,121,Lost Customers -_-,595.3052558782849,Low Value,Nurture
17719,2,15,5396.04,5,5,5,555,OG-Champions,1536.797499308437,Medium Value,Growth Opportunity
17720,28,4,1195.94,4,4,4,444,OG-Champions,1277.2683310281236,Medium Value,Growth Opportunity
17722,246,4,2424.04,1,4,5,145,At Risk :(,2588.883660673121,High Value,Urgent Retention
17723,97,6,3276.4,2,5,5,255,At Risk :(,2332.804856308591,High Value,Urgent Retention
17724,73,3,1033.0,3,4,4,344,Loyal Customers ;),1470.9970800676194,Medium Value,Growth Opportunity
17725,18,11,3439.08,5,5,5,555,OG-Champions,1335.618227084119,Medium Value,Growth Opportunity
17727,17,1,1060.25,5,2,4,524,Potential Loyalists ^-^,4529.403642231443,High Value,Growth Opportunity
17728,88,3,2876.01,3,4,5,345,Loyal Customers ;),4095.4523835869054,High Value,Upsell Opportunity
17730,30,13,5298.48,4,5,5,455,OG-Champions,1741.1680561761889,High Value,VIP Retention
17731,81,4,1240.11,3,4,4,344,Loyal Customers ;),1324.4420539419086,Medium Value,Growth Opportunity
17732,667,1,303.97,1,2,2,122,Lost Customers -_-,1298.5643245735364,Medium Value,Growth Opportunity
17733,263,2,692.19,1,3,3,133,At Risk :(,1478.5229460580913,Medium Value,Growth Opportunity
17734,55,3,700.63,3,4,3,343,Loyal Customers ;),997.700565544798,Medium Value,Growth Opportunity
17735,110,19,13110.02,2,5,5,255,At Risk :(,2947.6946766639976,High Value,Urgent Retention
17736,11,3,377.44,5,4,2,542,OG-Champions,537.4764161672045,Low Value,Nurture
17737,1,2,168.24,5,3,1,531,Loyal Customers ;),359.36188105117566,Low Value,Nurture
17738,21,4,1879.05,4,4,4,444,OG-Champions,2006.8323305670813,High Value,VIP Retention
17739,13,7,2791.35,5,5,5,555,OG-Champions,1703.526911677534,High Value,VIP Retention
17742,40,2,355.11,4,3,2,432,Loyal Customers ;),758.5175795297372,Low Value,Nurture
17744,27,6,2322.4,4,5,5,455,OG-Champions,1653.5545105271246,High Value,VIP Retention
17746,242,1,110.25,1,2,1,121,Lost Customers -_-,470.9896265560166,Low Value,Nurture
17747,114,1,71.4,2,2,1,221,Lost Customers -_-,305.0218533886584,Low Value,Nurture
17749,180,2,674.52,2,3,3,233,At Risk :(,1440.7796957123098,Medium Value,Growth Opportunity
17750,58,9,1797.57,3,5,4,354,Loyal Customers ;),853.2495066851083,Low Value,Nurture
17752,361,1,80.64,1,2,1,121,Lost Customers -_-,344.49526970954355,Low Value,Nurture
17754,90,5,1772.26,2,4,4,244,At Risk :(,1514.2241733517749,Medium Value,Growth Opportunity
17757,15,30,5605.29,5,5,5,555,OG-Champions,798.1960525587828,Low Value,Nurture
17758,21,8,3456.7,4,5,5,455,OG-Champions,1845.8841747349009,High Value,VIP Retention
17759,19,3,834.99,5,4,3,543,OG-Champions,1189.029866297833,Medium Value,Growth Opportunity
17760,23,2,287.59,4,3,2,432,Loyal Customers ;),614.2943614568925,Low Value,Nurture
